Category,Message
ham,"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx"
ham,Ok.ok ok..then..whats ur todays plan
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
ham,"Vikky, come around  &lt;TIME&gt; .."
ham,Nvm it's ok...
ham,Did u got that persons story
ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
ham,Go where n buy? Juz buy when we get there lar.
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.
ham,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
ham,Still at west coast... Haiz... Ü'll take forever to come back...
ham,"K, want us to come by now?"
spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
ham,"Just dropped em off, omw back now"
ham,Anything lor but toa payoh got place 2 walk meh...
ham,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there."
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
ham,Change windows logoff sound..
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
ham,What pa tell me.. I went to bath:-)
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
ham,Mum not going robinson already.
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
ham,I am 6 ft. We will be a good combination!
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.
ham,I am taking half day leave bec i am not well
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
ham,Headin towards busetop
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham,I dont thnk its a wrong calling between us
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
ham,How long does applebees fucking take
ham,Dear are you angry i was busy dear
ham,Am slow in using biola's fne
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
ham,K..give back my thanks.
ham,Was it something u ate?
ham,Yup
ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
ham,But i dint slept in afternoon.
ham,Same to u...
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up"
ham,U wan 2 haf lunch i'm in da canteen now.
ham,Gd luck 4 ur exams :-)
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
ham,"Just sent again. Do you scream and moan in bed, princess?"
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
ham,WHO ARE YOU SEEING?
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,Networking technical support associate.
spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
ham,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt"
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
ham,Went to ganesh dress shop
ham,did u get that message
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
ham,Anything lar then ü not going home 4 dinner?
ham,I'm fine. Hope you are good. Do take care.
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
ham,I am in tirupur.  call you da.
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,Or ill be a little closer like at the bus stop on the same street
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,"Awesome, lemme know whenever you're around"
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,Midnight at the earliest
ham,Good evening! How are you?
ham,Congrats kano..whr s the treat maga?
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
ham,"The table's occupied, I'm waiting by the tree"
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
ham,Oh yah... We never cancel leh... Haha
ham,Ok no prob
spam,#ERROR!
ham,Hi good mornin.. Thanku wish u d same..
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
ham,Ü no home work to do meh...
ham,Hi. I'm sorry i missed your call. Can you pls call back.
ham,If You mean the website. Yes.
ham,Good. No swimsuit allowed :)
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...
ham,"Maybe westshore or hyde park village, the place near my house?"
ham,Check with nuerologist.
ham,"Did you say bold, then torch later. Or one torch and 2bold?"
ham,Kinda. First one gets in at twelve! Aah. Speak tomo
ham,Hey do you want anything to buy:)
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
ham,So u workin overtime nigpun?
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
ham,I am going to sleep. I am tired of travel.
ham,Ok i msg u b4 i leave my house.
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
ham,"Haha I heard that, text me when you're around"
ham,THIS IS A LONG FUCKIN SHOWR
ham,Is xy in ur car when u picking me up?
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter"
ham,So how are you really. What are you up to. How's the masters. And so on.
ham,Yup i'm elaborating on the safety aspects and some other issues..
ham,Dear good morning how you feeling dear
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
ham,Poor girl can't go one day lmao
ham,Good words.... But words may leave u in dismay many times.
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
ham,Any way where are you and what doing.
ham,Audrie lousy autocorrect
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
ham,To day class is there are no class.
ham,I'm really not up to it still tonight babe
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
ham,K sure am in my relatives home. Sms me de. Pls:-)
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP"""
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
ham,I don't think he has spatula hands!
ham,(You didn't hear it from me)
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
ham,Dude how do you like the buff wind.
ham,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x
ham,Anytime...
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
ham,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...
ham,G.W.R
ham,"Sorry, I'll call later"
ham,Just wanted to say holy shit you guys weren't kidding about this bud
ham,Po de :-):):-):-):-). No need job aha.
ham,Ok lor thanx... Ü in school?
ham,Really do hope the work doesnt get stressful. Have a gr8 day.
ham,Hui xin is in da lib.
ham,Hey. You got any mail?
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,"Nah man, my car is meant to be crammed full of people"
ham,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"
ham,At home also.
ham,Well done and ! luv ya all
ham,Am surfing online store. For offers do you want to buy any thing.
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself.
spam,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
ham,"Dear, take care. I am just reaching home.love u a lot."
ham,Dear got train and seat mine lower seat
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,Thank You meet you monday
ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
ham,We are okay. Going to sleep now. Later
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
ham,Do you like Italian food?
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons?
ham,Going to join tomorrow.
ham,Yeah whatever lol
ham,Nvm take ur time.
ham,Wife.how she knew the time of murder exactly
ham,What time you thinkin of goin?
ham,"Aight yo, dats straight dogg"
ham,Goodmorning sleeping ga.
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
ham,"see you then, we're all christmassy here!"
ham,Well there's still a bit left if you guys want to tonight
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
ham,"Come to me right now, Ahmad"
ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
ham,No message..no responce..what happend?
ham,Hey... are you going to quit soon? Xuhui and i working till end of the month
spam,This message is brought to you by GMW Ltd. and is not connected to the
ham,"Yes but i dont care! I need you bad, princess!"
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?"
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter
ham,"* Was really good to see you the other day dudette, been missing you!"
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later
ham,Wot is u up 2 then bitch?
ham,I though we shd go out n have some fun so bar in town or something – sound ok?
ham,Ok. I only ask abt e movie. U wan ktv oso?
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
ham,I like to think there's always the possibility of being in a pub later.
ham,Not a drop in the tank
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
ham,"Sorry, I'll call later"
ham,Oh really?? Did you make it on air? What's your talent?
ham,Yes.. now only saw your message..
ham,Hope you are having a great day.
ham,I'm at home. Please call
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
ham,I.ll post her out l8r. In class
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
ham,Welp apparently he retired
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
ham,Sure! I am driving but will reach my destination soon.
ham,Ok. I.ll do you right later.
spam,Missed call alert. These numbers called but left no message. 07008009200
ham,"I'm in a meeting, call me later at"
ham,No did you check? I got his detailed message now
ham,Okie.. Thanx..
ham,No shoot me. I'm in the docs waiting room. :/
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
ham,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn"
ham,K k:) sms chat with me.
ham,Oh that was a forwarded message. I thought you send that to me
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
ham,Ding me on ya break fassyole! Blacko from londn
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.
ham,"Its good, we'll find a way"
ham,"Omw back to tampa from west palm, you hear what happened?"
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
ham,Wake me up at  &lt;#&gt;  am morning:)
ham,"No, I was trying it all weekend ;V"
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,Stop knowing me so well!
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
spam,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
ham,Like a personal sized or what
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.
ham,S:)8 min to go for lunch:)
spam,network operator. The service is free. For T & C's visit 80488.biz
ham,"Sorry, I'll call later in meeting"
ham,I'm also came to room.
ham,Yes.he have good crickiting mind
ham,"Aight, let me know when you're gonna be around usf"
ham,Thanx but my birthday is over already.
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
ham,No..he joined today itself.
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT"
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
ham,I donno if they are scorable
ham,I'm at home n ready...
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
ham,Shb b ok lor... Thanx...
spam,INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
ham,Same as kallis dismissial in 2nd test:-).
ham,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""Dont wake up early in d mrng'' GOOD night"
ham,Thanks for understanding. I've been trying to tell sura that.
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
ham,That seems unnecessarily affectionate
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
ham,Got meh... When?
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
ham,Shall call now dear having food
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN."
ham,Ok enjoy . R u there in home.
ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy"
ham,Wat u doing there?
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
ham,Jason says it's cool if we pick some up from his place in like an hour
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
ham,Just do what ever is easier for you
ham,In sch but neva mind u eat 1st lor..
ham,Sitting ard nothing to do lor. U leh busy w work?
ham,Okie
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870."
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
ham,Oh sorry please its over
ham,Was the farm open?
ham,Can u look 4 me in da lib i got stuff havent finish yet.
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
ham,I liked your new house
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
ham,"Hey elaine, is today's meeting still on?"
ham,When should I come over?
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
ham,Some of them told accenture is not confirm. Is it true.
ham,Ok. Very good. Its all about making that money.
ham,Gud mrng dear hav a nice day
ham,So dont use hook up any how
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
ham,Spoons it is then okay?
spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05
ham,"I‘ve got some salt, you can rub it in my open wounds if you like!"
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
ham,"Sorry, I'll call later In meeting."
ham,I'm on the bus. Love you
ham,I'm at work. Please call
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
ham,In fact when do you leave? I think addie goes back to school tues or wed
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
ham,Yeah right! I'll bring my tape measure fri!
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
ham,Not..tel software name..
ham,Ya srsly better than yi tho
ham,I'm in a movie... Collect car oredi...
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...
ham,Anytime lor...
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
spam,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,"Yes, princess. Toledo."
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
ham,K I'll be sure to get up before noon and see what's what
ham,I will see in half an hour
ham,Is fujitsu s series lifebook good?
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
ham,"whatever, im pretty pissed off."
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
ham,Just sent it. So what type of food do you like?
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
ham,I'm really sorry I lit your hair on fire
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
ham,"Sorry, I'll call later  &lt;#&gt; mins"
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
ham,Can... I'm free...
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
ham,Ü neva tell me how i noe... I'm not at home in da aft wat...
ham,Am not interested to do like that.
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
ham,I am late. I will be there at
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
ham,Left dessert. U wan me 2 go suntec look 4 u?
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
ham,Nope. Meanwhile she talk say make i greet you.
ham,Just wait till end of march when el nino gets himself. Oh.
ham,Good Morning plz call me sir
ham,Another month. I need chocolate weed and alcohol.
ham,Try to do something dear. You read something for exams
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)"
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
